index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
4216	4216	4216	paper:downward_monotone					Het rode buitenaardse wezen at bij geen enkel restaurant.	Het rode buitenaardse wezen at niet bij Mexicaanse restaurants.						entailment
4217	4217	4217	paper:downward_monotone:lexical_knowledge					Het rode buitenaardse wezen zag geen enkele vogel.	Het rode buitenaardse wezen zag geen duiven.						entailment
4218	4218	4218	paper:downward_monotone:lexical_knowledge					Het rode buitenaardse wezen gebruikte geen enkele munt.	Het rode buitenaardse wezen gebruikte geen kwartjes.						entailment
4219	4219	4219	paper:downward_monotone:lexical_knowledge					Het blauwe buitenaardse wezen at geen enkel varkensvlees.	Het blauwe buitenaardse wezen at geen vlees.						neutral
4220	4220	4220	paper:downward_monotone					Het blauwe buitenaardse wezen at bij geen enkel Mexicaans restaurant.	Het blauwe buitenaardse wezen at niet bij restaurants.						neutral
4221	4221	4221	paper:downward_monotone:lexical_knowledge					Het blauwe buitenaardse wezen zag geen enkele duif.	Het blauwe buitenaardse wezen zag geen vogels.						neutral
4222	4222	4222	paper:downward_monotone:lexical_knowledge					Het blauwe buitenaardse wezen gebruikte geen enkel kwartje.	Het blauwe buitenaardse wezen gebruikte geen munten.						neutral
4223	4223	4223	paper:downward_monotone:lexical_knowledge					Geen buitenaards wezen at enig vlees.	Geen buitenaards wezen at varkensvlees.						entailment
4224	4224	4224	paper:downward_monotone					Geen buitenaards wezen at bij enige restaurants.	Geen buitenaards wezen at bij Mexicaanse restaurants.						entailment
4225	4225	4225	paper:downward_monotone:lexical_knowledge					Geen buitenaards wezen zag enige vogels.	Geen buitenaards wezen zag duiven.						entailment
4226	4226	4226	paper:downward_monotone:lexical_knowledge					Geen buitenaards wezen gebruikte enige munten.	Geen buitenaards wezen gebruikte kwartjes.						entailment
4227	4227	4227	paper:downward_monotone:lexical_knowledge					Geen buitenaards wezen at enig varkensvlees.	Geen buitenaards wezen at vlees.						neutral
4228	4228	4228	paper:downward_monotone					Geen buitenaards wezen at bij enige Mexicaanse restaurants.	Geen buitenaards wezen at bij restaurants.						neutral
4229	4229	4229	paper:downward_monotone:lexical_knowledge					Geen buitenaards wezen zag enige duiven.	Geen buitenaards wezen zag vogels.						neutral
4230	4230	4230	paper:downward_monotone:lexical_knowledge					Geen buitenaards wezen gebruikte enige kwartjes.	Geen buitenaards wezen gebruikte munten.						neutral
4231	4231	4231	paper:non_monotone:lexical_knowledge					Alleen 12 buitenaardse wezens aten enig vlees.	Alleen 12 buitenaardse wezens aten varkensvlees.						neutral
4232	4232	4232	paper:non_monotone					Alleen 12 buitenaardse wezens aten bij enige restaurants.	Alleen 12 buitenaardse wezens aten bij Mexicaanse restaurants.						neutral
4233	4233	4233	paper:non_monotone:lexical_knowledge					Alleen 12 buitenaardse wezens zagen enige vogels.	Alleen 12 buitenaardse wezens zagen duiven.						neutral
4234	4234	4234	paper:non_monotone:lexical_knowledge					Alleen 12 buitenaardse wezens gebruikten enige munten.	Alleen 12 buitenaardse wezens gebruikten kwartjes.						neutral
4235	4235	4235	paper:non_monotone:lexical_knowledge					Alleen 12 buitenaardse wezens aten enig varkensvlees.	Alleen 12 buitenaardse wezens aten vlees.						neutral
4236	4236	4236	paper:non_monotone					Alleen 12 buitenaardse wezens aten bij enige Mexicaanse restaurants.	Alleen 12 buitenaardse wezens aten bij restaurants.						neutral
4237	4237	4237	paper:non_monotone:lexical_knowledge					Alleen 12 buitenaardse wezens zagen enige duiven.	Alleen 12 buitenaardse wezens zagen vogels.						neutral
4238	4238	4238	paper:non_monotone:lexical_knowledge					Alleen 12 buitenaardse wezens gebruikten enige kwartjes.	Alleen 12 buitenaardse wezens gebruikten munten.						neutral
4239	4239	4239	paper:upward_monotone					Ieder buitenaards wezen las tijdschriften.	Ieder buitenaards wezen las nieuwstijdschriften.						neutral
4240	4240	4240	paper:upward_monotone:lexical_knowledge					Ieder buitenaards wezen keek sportwedstrijden.	Ieder buitenaards wezen keek honkbalwedstrijden.						neutral
4241	4241	4241	paper:upward_monotone:lexical_knowledge					Ieder buitenaards wezen kocht kleding.	Ieder buitenaards wezen kocht shirts.						neutral
4242	4242	4242	paper:upward_monotone:lexical_knowledge					Ieder buitenaards wezen reed in auto’s.	Ieder buitenaards wezen reed in suv’s.						neutral
4243	4243	4243	paper:upward_monotone					Ieder buitenaards wezen las nieuwstijdschriften.	Ieder buitenaards wezen las tijdschriften.						entailment
4244	4244	4244	paper:upward_monotone:lexical_knowledge					Ieder buitenaards wezen keek honkbalwedstrijden.	Ieder buitenaards wezen keek sportwedstrijden.						entailment
4245	4245	4245	paper:upward_monotone:lexical_knowledge					Ieder buitenaards wezen kocht shirts.	Ieder buitenaards wezen kocht kleding.						entailment
4246	4246	4246	paper:upward_monotone:lexical_knowledge					Ieder buitenaards wezen reed in suv’s.	Ieder buitenaards wezen reed in auto’s.						entailment
4247	4247	4247	paper:non_monotone					Precies 12 buitenaardse wezens lazen tijdschriften.	Precies 12 buitenaardse wezens lazen nieuwstijdschriften.						neutral
4248	4248	4248	paper:non_monotone:lexical_knowledge					Precies 12 buitenaardse wezens bekeken sportwedstrijden.	Precies 12 buitenaardse wezens bekeken honkbalwedstrijden.						neutral
4249	4249	4249	paper:non_monotone:lexical_knowledge					Precies 12 buitenaardse wezens kochtten kleren.	Precies 12 buitenaardse wezens kochtten shirts.						neutral
4250	4250	4250	paper:non_monotone:lexical_knowledge					Precies 12 buitenaardse wezens reden in autos.	Precies 12 buitenaardse wezens reden in SUVs.						neutral
4251	4251	4251	paper:non_monotone					Precies 12 buitenaardse wezens lazen nieuwstijdschriften.	Precies 12 buitenaardse wezens lazen tijdschriften.						neutral
4252	4252	4252	paper:non_monotone:lexical_knowledge					Precies 12 buitenaardse wezens bekeken honkbalwedstrijden.	Precies 12 buitenaardse wezens bekeken sportwedstrijden.						neutral
4253	4253	4253	paper:non_monotone:lexical_knowledge					Precies 12 buitenaardse wezens kochtten shirts.	Precies 12 buitenaardse wezens kochtten kleren.						neutral
4254	4254	4254	paper:non_monotone:lexical_knowledge					Precies 12 buitenaardse wezens reden in SUVs.	Precies 12 buitenaardse wezens reden in autos.						neutral
4255	4255	4255	paper:downward_monotone					Weinig buitenaardse wezens lazen tijdschriften.	Weinig buitenaardse wezens lazen nieuwstijdschriften.						entailment
4256	4256	4256	paper:downward_monotone:lexical_knowledge					Weinig buitenaardse wezens keken sportwedstrijden.	Weinig buitenaardse wezens keken honkbalwedstrijden.						entailment
4257	4257	4257	paper:downward_monotone:lexical_knowledge					Weinig buitenaardse wezens kochten kleren.	Weinig buitenaardse wezens kochten shirts.						entailment
4258	4258	4258	paper:downward_monotone:lexical_knowledge					Weinig buitenaardse wezens reden auto’s.	Weinig buitenaardse wezens reden suv’s.						entailment
4259	4259	4259	paper:downward_monotone					Weinig buitenaardse wezens lazen nieuwstijdschriften.	Weinig buitenaardse wezens lazen tijdschriften.						neutral
4260	4260	4260	paper:downward_monotone:lexical_knowledge					Weinig buitenaardse wezens keken honkbalwedstrijden.	Weinig buitenaardse wezens keken sportwedstrijden.						neutral
4261	4261	4261	paper:downward_monotone:lexical_knowledge					Weinig buitenaardse wezens kochten shirts.	Weinig buitenaardse wezens kochten kleren.						neutral
4262	4262	4262	paper:downward_monotone:lexical_knowledge					Weinig buitenaardse wezens reden suv’s.	Weinig buitenaardse wezens reden auto’s.						neutral
4263	4263	4263	paper:upward_monotone					Veel buitenaardse wezens lazen tijdschriften.	Veel buitenaardse wezens lazen nieuwstijdschriften.						neutral
4264	4264	4264	paper:upward_monotone:lexical_knowledge					Veel buitenaardse wezens keken sportwedstrijden.	Veel buitenaardse wezens keken honkbalwedstrijden.						neutral
4265	4265	4265	paper:upward_monotone:lexical_knowledge					Veel buitenaardse wezens kochten kleren.	Veel buitenaardse wezens kochten shirts.						neutral
4266	4266	4266	paper:upward_monotone:lexical_knowledge					Veel buitenaardse wezens reden auto’s.	Veel buitenaardse wezens reden suv’s.						neutral
4267	4267	4267	paper:upward_monotone					Veel buitenaardse wezens lazen nieuwstijdschriften.	Veel buitenaardse wezens lazen tijdschriften.						entailment
4268	4268	4268	paper:upward_monotone:lexical_knowledge					Veel buitenaardse wezens keken honkbalwedstrijden.	Veel buitenaardse wezens keken sportwedstrijden.						entailment
4269	4269	4269	paper:upward_monotone:lexical_knowledge					Veel buitenaardse wezens kochten shirts.	Veel buitenaardse wezens kochten kleren.						entailment
4270	4270	4270	paper:upward_monotone:lexical_knowledge					Veel buitenaardse wezens reden suv’s.	Veel buitenaardse wezens reden auto’s.						entailment
4271	4271	4271	paper:downward_monotone					Het paarse buitenaardse wezen las geen tijdschriften.	Het paarse buitenaardse wezen las geen nieuwstijdschriften.						entailment
4272	4272	4272	paper:downward_monotone:lexical_knowledge					Het paarse buitenaardse wezen keek geen sportwedstrijden.	Het paarse buitenaardse wezen keek geen honkbalwedstrijden.						entailment
4273	4273	4273	paper:downward_monotone:lexical_knowledge					Het paarse buitenaardse wezen kocht geen kleren.	Het paarse buitenaardse wezen kocht geen shirts.						entailment
4274	4274	4274	paper:downward_monotone:lexical_knowledge					Het paarse buitenaardse wezen reed geen auto’s.	Het paarse buitenaardse wezen reed geen suv’s.						entailment
4275	4275	4275	paper:downward_monotone					Het gele buitenaardse wezen las geen nieuwstijdschriften.	Het gele buitenaardse wezen las geen tijdschriften.						neutral
4276	4276	4276	paper:downward_monotone:lexical_knowledge					Het gele buitenaardse wezen keek geen honkbalwedstrijden.	Het gele buitenaardse wezen keek geen sportwedstrijden.						neutral
4277	4277	4277	paper:downward_monotone:lexical_knowledge					Het gele buitenaardse wezen kocht geen shirts.	Het gele buitenaardse wezen kocht geen kleren.						neutral
4278	4278	4278	paper:downward_monotone:lexical_knowledge					Het gele buitenaardse wezen reed geen suv’s.	Het gele buitenaardse wezen reed geen auto’s.						neutral
4279	4279	4279	paper:downward_monotone					Geen buitenaards wezen las tijdschriften.	Geen buitenaards wezen las nieuwstijdschriften.						entailment
4280	4280	4280	paper:downward_monotone:lexical_knowledge					Geen buitenaards wezen keek sportwedstrijden.	Geen buitenaards wezen keek honkbalwedstrijden.						entailment
4281	4281	4281	paper:downward_monotone:lexical_knowledge					Geen buitenaards wezen kocht kleren.	Geen buitenaards wezen kocht shirts.						entailment
4282	4282	4282	paper:downward_monotone:lexical_knowledge					Geen buitenaards wezen reed auto’s.	Geen buitenaards wezen reed suv’s.						entailment
4283	4283	4283	paper:downward_monotone					Geen buitenaards wezen las nieuwstijdschriften.	Geen buitenaards wezen las tijdschriften.						neutral
4284	4284	4284	paper:downward_monotone:lexical_knowledge					Geen buitenaards wezen keek honkbalwedstrijden.	Geen buitenaards wezen keek sportwedstrijden.						neutral
4285	4285	4285	paper:downward_monotone:lexical_knowledge					Geen buitenaards wezen kocht shirts.	Geen buitenaards wezen kocht kleren.						neutral
4286	4286	4286	paper:downward_monotone:lexical_knowledge					Geen buitenaards wezen reed suv’s.	Geen buitenaards wezen reed auto’s.						neutral
4287	4287	4287	paper:non_monotone					Alleen 12 buitenaardse wezens lazen tijdschriften.	Alleen 12 buitenaardse wezens lazen nieuwstijdschriften.						neutral
4288	4288	4288	paper:non_monotone:lexical_knowledge					Alleen 12 buitenaardse wezens keken sportwedstrijden.	Alleen 12 buitenaardse wezens keken honkbalwedstrijden.						neutral
4289	4289	4289	paper:non_monotone:lexical_knowledge					Alleen 12 buitenaardse wezens kochten kleren.	Alleen 12 buitenaardse wezens kochten shirts.						neutral
4290	4290	4290	paper:non_monotone:lexical_knowledge					Alleen 12 buitenaardse wezens reden auto’s.	Alleen 12 buitenaardse wezens reden suv’s.						neutral
4291	4291	4291	paper:non_monotone					Alleen 12 buitenaardse wezens lazen nieuwstijdschriften.	Alleen 12 buitenaardse wezens lazen tijdschriften.						neutral
4292	4292	4292	paper:non_monotone:lexical_knowledge					Alleen 12 buitenaardse wezens keken honkbalwedstrijden.	Alleen 12 buitenaardse wezens keken sportwedstrijden.						neutral
4293	4293	4293	paper:non_monotone:lexical_knowledge					Alleen 12 buitenaardse wezens kochten shirts.	Alleen 12 buitenaardse wezens kochten kleren.						neutral
4294	4294	4294	paper:non_monotone:lexical_knowledge					Alleen 12 buitenaardse wezens reden suv’s.	Alleen 12 buitenaardse wezens reden auto’s.						neutral
4295	4295	4295	paper:upward_monotone					Het paarse buitenaardse wezen las tijdschriften.	Het paarse buitenaardse wezen las nieuwstijdschriften.						neutral
4296	4296	4296	paper:upward_monotone:lexical_knowledge					Het paarse buitenaardse wezen keek sportwedstrijden.	Het paarse buitenaardse wezen keek honkbalwedstrijden.						neutral
4297	4297	4297	paper:upward_monotone:lexical_knowledge					Het paarse buitenaardse wezen kocht kleren.	Het paarse buitenaardse wezen kocht shirts.						neutral
4298	4298	4298	paper:upward_monotone:lexical_knowledge					Het paarse buitenaardse wezen reed auto’s.	Het paarse buitenaardse wezen reed suv’s.						neutral
4299	4299	4299	paper:upward_monotone					Het gele buitenaardse wezen las nieuwstijdschriften.	Het gele buitenaardse wezen las tijdschriften.						entailment
4300	4300	4300	paper:upward_monotone:lexical_knowledge					Het gele buitenaardse wezen keek honkbalwedstrijden.	Het gele buitenaardse wezen keek sportwedstrijden.						entailment
4301	4301	4301	paper:upward_monotone:lexical_knowledge					Het gele buitenaardse wezen kocht shirts.	Het gele buitenaardse wezen kocht kleren.						entailment
4302	4302	4302	paper:upward_monotone:lexical_knowledge					Het gele buitenaardse wezen reed suv’s.	Het gele buitenaardse wezen reed auto’s.						entailment
4303	4303	4303	paper:upward_monotone:lexical_knowledge					Ieder buitenaards wezen dronk wat frisdrank.	Ieder buitenaards wezen dronk cola.						neutral
4304	4304	4304	paper:upward_monotone:lexical_knowledge					Ieder buitenaards wezen las een paar boeken.	Ieder buitenaards wezen las sci-fi romans.						neutral
4305	4305	4305	paper:upward_monotone:lexical_knowledge					Ieder buitenaards wezen speelde met een paar speeltjes.	Ieder buitenaards wezen speelde met speelgoedauto’s.						neutral
